Name,Height,Pos,Team,img_Link,PTS,AST,REB,PIE
Brandon Paul,193.04,Guard,SAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/brandon_paul.png,2.3,0.6,1.1,0.051
Chris Paul,182.88,Guard,HOU,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/chris_paul.png,18.6,7.9,5.4,0.166
Cameron Payne,190.5,Guard,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/cameron_payne.png,8.8,4.5,2.8,0.088
Elfrid Payton,193.04,Guard,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/elfrid_payton.png,12.7,6.2,4.3,0.108
Gary Payton II,190.5,Guard,LAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/gary_payton ii.png,3.0,0.9,1.9,0.058
Kendrick Perkins,208.28,Center,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/kendrick_perkins.png,3.0,2.0,1.0,0.042
Alec Peters,205.74,Forward,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/alec_peters.png,4.1,0.6,1.9,0.071
Marshall Plumlee,213.36,Center,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/marshall_plumlee.png,1.8,0.3,2.1,0.083
Mason Plumlee,210.82,Center-Forward,DEN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/mason_plumlee.png,7.1,1.9,5.4,0.098
Miles Plumlee,210.82,Center-Forward,ATL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/miles_plumlee.png,4.3,0.8,4.1,0.071
Jakob Poeltl,213.36,Center,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jakob_poeltl.png,6.9,0.7,4.8,0.097
Otto Porter Jr.,203.2,Forward,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/otto_porter jr..png,14.7,2.0,6.4,0.124
Bobby Portis,210.82,Forward,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/bobby_portis.png,13.2,1.7,6.8,0.133
Kristaps Porzingis,220.98,Forward-Center,NYK,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/kristaps_porzingis.png,22.7,1.2,6.6,0.125
Dwight Powell,210.82,Center-Forward,DAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/dwight_powell.png,8.5,1.2,5.6,0.119
Norman Powell,193.04,Forward-Guard,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/norman_powell.png,5.5,1.3,1.7,0.056
Alex Poythress,205.74,Forward,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/alex_poythress.png,1.0,0.1,0.7,0.032
Taurean Prince,203.2,Forward,ATL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/taurean_prince.png,14.1,2.6,4.7,0.09
Rodney Purvis,193.04,Guard,ORL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/rodney_purvis.png,6.0,1.1,1.7,0.032
Zhou Qi,215.9,Forward-Center,HOU,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/zhou_qi.png,1.2,0.1,1.2,-0.005
Ivan Rabb,208.28,Forward,MEM,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ivan_rabb.png,5.6,0.9,4.4,0.111
Julius Randle,205.74,Forward-Center,LAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/julius_randle.png,16.1,2.6,8.0,0.135
Zach Randolph,205.74,Forward,SAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/zach_randolph.png,14.5,2.2,6.7,0.122
JJ Redick,193.04,Guard-Forward,PHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jj_redick.png,17.1,3.0,2.5,0.108
Davon Reed,198.12,Guard,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/davon_reed.png,3.0,0.6,1.9,0.047
Josh Richardson,198.12,Forward,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/josh_richardson.png,12.9,2.9,3.5,0.086
Malachi Richardson,198.12,Guard,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/malachi_richardson.png,3.4,0.5,1.3,0.035
Austin Rivers,193.04,Guard,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/austin_rivers.png,15.1,4.0,2.4,0.073
Andre Roberson,200.66,Guard,OKC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/andre_roberson.png,5.0,1.2,4.7,0.065
Devin Robinson,203.2,Forward,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/devin_robinson.png,2.0,0.0,5.0,0.085
Glenn Robinson III,200.66,Guard-Forward,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/glenn_robinson iii.png,4.1,0.7,1.6,0.071
Rajon Rondo,185.42000000000002,Guard,NOP,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/rajon_rondo.png,8.3,8.2,4.0,0.115
Derrick Rose,190.5,Guard,MIN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/derrick_rose.png,8.4,1.5,1.4,0.068
Terrence Ross,200.66,Guard-Forward,ORL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/terrence_ross.png,8.7,1.6,3.0,0.061
Terry Rozier,187.96,Guard,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/terry_rozier.png,11.3,2.9,4.7,0.117
Ricky Rubio,193.04,Guard,UTA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ricky_rubio.png,13.1,5.3,4.6,0.115
D'Angelo Russell,195.58,Guard,BKN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/d'angelo_russell.png,15.5,5.2,3.9,0.109
Domantas Sabonis,208.28,Center-Forward,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/domantas_sabonis.png,11.6,2.0,7.7,0.121
JaKarr Sampson,205.74,Forward,SAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jakarr_sampson.png,4.7,0.4,3.5,0.087
Dario Saric,208.28,Forward,PHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/dario_saric.png,14.6,2.6,6.7,0.115
Tomas Satoransky,200.66,Guard-Forward,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tomas_satoransky.png,7.2,3.9,3.2,0.106
Dennis Schroder,185.42000000000002,Guard,ATL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/dennis_schroder.png,19.4,6.2,3.1,0.116
Mike Scott,203.2,Forward,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/mike_scott.png,8.8,1.1,3.3,0.096
Thabo Sefolosha,200.66,Forward,UTA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/thabo_sefolosha.png,8.2,0.9,4.2,0.114
Wayne Selden,195.58,Guard-Forward,MEM,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/wayne_selden.png,9.3,1.9,1.6,0.072
Ramon Sessions,190.5,Guard,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ramon_sessions.png,4.9,2.8,1.4,0.079
Iman Shumpert,195.58,Guard,SAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/iman_shumpert.png,4.4,1.2,2.9,0.049
Pascal Siakam,205.74,Forward,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/pascal_siakam.png,7.3,2.0,4.5,0.102
Xavier Silas,195.58,Guard,PHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/xavier_silas.png,0.0,0.0,1.0,-0.073
Ben Simmons,208.28,Guard-Forward,PHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ben_simmons.png,15.8,8.2,8.1,0.154
Jonathon Simmons,198.12,Forward,ORL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jonathon_simmons.png,13.9,2.5,3.5,0.077
Kobi Simmons,193.04,Guard,MEM,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/kobi_simmons.png,6.1,2.1,1.6,0.046
Kyle Singler,203.2,Forward,OKC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/kyle_singler.png,1.9,0.2,0.8,0.049
Marcus Smart,193.04,Guard,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/marcus_smart.png,10.2,4.8,3.5,0.075
Ish Smith,182.88,Guard,DET,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ish_smith.png,10.9,4.4,2.7,0.106
JR Smith,198.12,Guard-Forward,CLE,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jr_smith.png,8.3,1.8,2.9,0.052
Jason Smith,213.36,Forward-Center,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jason_smith.png,3.4,0.4,1.6,0.046
Dennis Smith Jr.,190.5,Guard,DAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/dennis_smith jr..png,15.2,5.2,3.8,0.087
Tony Snell,200.66,Guard,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tony_snell.png,6.9,1.3,1.9,0.051
Marreese Speights,208.28,Forward-Center,ORL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/marreese_speights.png,7.7,0.8,2.6,0.089
Nik Stauskas,198.12,Guard,BKN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/nik_stauskas.png,4.4,1.0,1.6,0.072
Lance Stephenson,198.12,Guard,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/lance_stephenson.png,9.2,2.9,5.2,0.097
David Stockton,180.34,Guard,SAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/david_stockton.png,3.3,0.0,0.0,0.12
Julyan Stone,198.12,Guard,CHA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/julyan_stone.png,0.8,1.1,1.3,0.06
Edmond Sumner,195.58,Guard,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/edmond_sumner.png,2.0,0.0,1.0,0.235
Caleb Swanigan,203.2,Forward-Center,POR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/caleb_swanigan.png,2.3,0.5,2.0,0.054
Jayson Tatum,203.2,Forward,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jayson_tatum.png,13.9,1.6,5.0,0.108
Isaiah Taylor,190.5,Guard,ATL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/isaiah_taylor.png,6.3,2.9,1.4,0
Jeff Teague,187.96,Guard,MIN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jeff_teague.png,14.2,7.0,3.0,0.105
Marquis Teague,187.96,Guard,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/marquis_teague.png,3.7,4.3,2.0,0.039
Garrett Temple,198.12,Forward-Guard,SAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/garrett_temple.png,8.4,1.9,2.3,0.065
Milos Teodosic,195.58,Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/milos_teodosic.png,9.5,4.6,2.8,0.079
Jason Terry,187.96,Guard,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jason_terry.png,3.3,1.2,0.9,0.047
Daniel Theis,205.74,Forward-Center,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/daniel_theis.png,5.3,0.9,4.3,0.105
Isaiah Thomas,175.26,Guard,LAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/isaiah_thomas.png,15.2,4.8,2.1,0.077
Lance Thomas,203.2,Forward,NYK,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/lance_thomas.png,4.1,0.6,2.4,0.037
Klay Thompson,200.66,Guard,GSW,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/klay_thompson.png,20.0,2.5,3.8,0.103
Tristan Thompson,205.74,Center-Forward,CLE,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tristan_thompson.png,5.8,0.6,6.6,0.085
Sindarius Thornwell,195.58,Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/sindarius_thornwell.png,3.9,0.9,1.9,0.045
Anthony Tolliver,203.2,Forward,DET,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/anthony_tolliver.png,8.9,1.1,3.1,0.086
Karl-Anthony Towns,213.36,Center,MIN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/karl-anthony_towns.png,21.3,2.4,12.3,0.165
PJ Tucker,198.12,Forward,HOU,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/pj_tucker.png,6.1,0.9,5.6,0.059
Evan Turner,200.66,Forward-Guard,POR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/evan_turner.png,8.2,2.2,3.1,0.071
Myles Turner,210.82,Center,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/myles_turner.png,12.7,1.3,6.4,0.1
Ekpe Udoh,208.28,Center-Forward,UTA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ekpe_udoh.png,2.6,0.8,2.4,0.072
Tyler Ulis,177.8,Guard,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tyler_ulis.png,7.6,4.1,1.7,0
Jonas Valanciunas,213.36,Center,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/jonas_valanciunas.png,12.7,1.1,8.6,0.151
Denzel Valentine,198.12,Forward,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/denzel_valentine.png,10.2,3.2,5.1,0.091
Fred VanVleet,182.88,Guard,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/fred_vanvleet.png,8.6,3.2,2.4,0.111
Noah Vonleh,205.74,Forward,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/noah_vonleh.png,4.9,0.6,5.8,0.108
Nikola Vucevic,213.36,Center,ORL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/nikola_vucevic.png,16.5,3.4,9.2,0.139
Dwyane Wade,193.04,Guard,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/dwyane_wade.png,11.4,3.4,3.8,0.104
Dion Waiters,193.04,Guard,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/dion_waiters.png,14.3,3.8,2.6,0.076
Kemba Walker,185.42000000000002,Guard,CHA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/kemba_walker.png,22.1,5.6,3.1,0.131
John Wall,193.04,Guard,WAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/john_wall.png,19.4,9.6,3.7,0.13
Tyrone Wallace,195.58,Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tyrone_wallace.png,9.7,2.4,3.5,0.06
Derrick Walton Jr.,185.42000000000002,Guard,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/derrick_walton jr..png,1.8,1.0,1.0,0.082
TJ Warren,203.2,Forward,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tj_warren.png,19.6,1.3,5.1,0.107
Travis Wear,208.28,Forward,LAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/travis_wear.png,4.4,0.4,2.2,0.052
James Webb III,205.74,Forward,BKN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/james_webb iii.png,1.6,0.4,2.4,0.019
Briante Weber,187.96,Guard,MEM,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/briante_weber.png,2.8,1.2,1.9,0.058
David West,205.74,Forward,GSW,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/david_west.png,6.8,1.9,3.3,0.145
Russell Westbrook,190.5,Guard,OKC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/russell_westbrook.png,25.4,10.3,10.1,0.186
Derrick White,193.04,Guard,SAS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/derrick_white.png,3.2,0.5,1.5,0.124
Okaro White,203.2,Forward,CLE,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/okaro_white.png,3.3,0.3,1.8,0.057
Andrew White III,200.66,Forward,ATL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/andrew_white iii.png,4.6,0.4,2.3,0.049
Isaiah Whitehead,193.04,Guard,BKN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/isaiah_whitehead.png,6.3,1.3,1.6,0.087
Hassan Whiteside,213.36,Center,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/hassan_whiteside.png,14.0,1.0,11.4,0.176
Andrew Wiggins,203.2,Forward,MIN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/andrew_wiggins.png,17.7,2.0,4.4,0.076
CJ Wilcox,195.58,Guard,POR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/cj_wilcox.png,1.0,0.5,0.5,0.022
Alan Williams,203.2,Forward-Center,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/alan_williams.png,6.4,0.6,5.7,0
C.J. Williams,195.58,Forward-Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/c.j._williams.png,5.5,1.1,1.5,0.053
Lou Williams,185.42000000000002,Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/lou_williams.png,22.6,5.3,2.5,0.127
Marvin Williams,205.74,Forward,CHA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/marvin_williams.png,9.5,1.2,4.7,0.093
Troy Williams,200.66,Forward,NYK,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/troy_williams.png,6.3,0.8,3.0,0.079
D.J. Wilson,208.28,Forward,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/d.j._wilson.png,1.0,0.1,0.5,0.065
Justise Winslow,200.66,Forward-Guard,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/justise_winslow.png,7.8,2.2,5.4,0.092
Delon Wright,195.58,Guard,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/delon_wright.png,8.0,2.9,2.9,0.116
Guerschon Yabusele,203.2,Forward,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/guerschon_yabusele.png,2.4,0.5,1.6,0.08
Joe Young,187.96,Guard,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/joe_young.png,3.9,0.7,1.2,0.07
Nick Young,200.66,Guard-Forward,GSW,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/nick_young.png,7.3,0.5,1.6,0.061
Thaddeus Young,203.2,Forward,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/thaddeus_young.png,11.8,1.9,6.3,0.09
Cody Zeller,213.36,Center-Forward,CHA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/cody_zeller.png,7.1,0.9,5.4,0.096
Tyler Zeller,213.36,Center,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tyler_zeller.png,6.7,0.7,4.6,0.096
Paul Zipser,203.2,Forward,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/paul_zipser.png,4.0,0.9,2.4,0.042
Ante Zizic,210.82,Forward-Center,CLE,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ante_zizic.png,3.7,0.2,1.9,0.132
Ivica Zubac,215.9,Center,LAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ivica_zubac.png,3.7,0.6,2.9,0.108
